	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985681675295383553	2018-04-16 00:49:59	Alejo Portilla	@Bucaramanga @carlosegs Parque Santander....centro administrativo municipal	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})	3111	4986
985681384177102850	2018-04-16 00:48:49	Luciana Xavier Viana	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	22	0		20	289
985680944861532161	2018-04-16 00:47:04	Mirts Lacerda	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	138	0		140	220
985679043075985408	2018-04-16 00:39:31	Dantas	@emiokadaa Esse ainda ta longe, o próximo eh o corta vento do santander hehe	0	0		750	420
985677981136883712	2018-04-16 00:35:18	PAULO	@santander_br Preciso mandar uma DM muito importante! Por favor, sigam-me!	0	0		295	271
985677211213684741	2018-04-16 00:32:14	Galo Corneta	"@camara_sette Tá faltando elenco!!!

Salários baixos com jogadores ruins é pior q pagar um medalhão.

Faz um emprés… https://t.co/jCJRawQxLr"	0	0		30	267
985676408067371008	2018-04-16 00:29:03	Sturt Silva ?	RT @sidneyrezende: Não só os donos do Itaú estão rindo felizes com o desastre do governo Temer, os espanhóis também. De jan a set de 2017,…	26	0		1640	847
985675775201423362	2018-04-16 00:26:32	Santander ??	Luan Santana ou Michel Telo? — Jorge do J&amp;M. https://t.co/wJeqBQAgg9	0	1		218	461
985675572608229376	2018-04-16 00:25:44	Santander ??	Qual é a pior cousa que seus pais encontraron você fazendo? — Dando um soviético brabo na geladeira https://t.co/GOWxhaUZ5a	0	0		218	461
985675447009554437	2018-04-16 00:25:14	Lady Laura.	Lugares que eu amo em Santander Cultural https://t.co/ILKhiB34G8	0	0		241	222
985675400771768320	2018-04-16 00:25:03	Santander ??	Se você pudesse apenas: assistir um programa de televisão, ouvir uma música e ir para apenas um lugar pelo resto da… https://t.co/Fp4mZxlq0I	0	0		218	461
985673992806764546	2018-04-16 00:19:27	Fernando Gama Peres	RT @fgamaperes: @folha Roubalheira institucionalizada e referendada por todos os governos. Presentinho para BB, Bradesco, Itaú, Santander...	0	0		320	345
985673382288134145	2018-04-16 00:17:01	Railson Maskara	"@santander_br Vocês não perceberam que tecnologia da pulseira é um recresço.
Primeiro que tem que pagar ?,segundo n… https://t.co/DywWriuZcw"	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, id='68e019afec7d0ba5', url='https://api.twitter.com/1.1/geo/id/68e019afec7d0ba5.json', place_type='city', name='Sao Paulo', full_name='Sao Paulo, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, type='Polygon', coordinates=[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]), attributes={})	34	166
985672511617675264	2018-04-16 00:13:34	isa	@santander_br preciso fazer uma compra e desde ontem não consigo finalizar por conta das falhas no sistema de vocês.	0	0		480	437
985672289508261889	2018-04-16 00:12:41	Wander Ferreira	"RT @Daniphiloss: Resuma o governo Temer em uma frase:

""Tira dinheiro de pobre do Bolsa Família para perdoar dívida do Itaú, Bradesco, Sant…"	2	0		2960	2595
985671717791174657	2018-04-16 00:10:25	Not Your Business	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	138	0		3	82
985671613671792640	2018-04-16 00:10:00	fake news do facebook	@doveaerossol Mais aumentou o limite do Santander	0	0		1225	908
985671231646126080	2018-04-16 00:08:29	Lula Magrão Roussef	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	138	0		1476	2476
985670082121564162	2018-04-16 00:03:55	Sara Remvez	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	138	0		31	98
985669522119159808	2018-04-16 00:01:41	pablo	"Torneo Águila
18:00Descanso
Real Santander
1 - 1
Fortaleza
(1 - 1)"	0	0		2752	4879
985669264853078017	2018-04-16 00:00:40	Gabriel Brito	@santander_br Nada importante não. Tô falando do celular do comercial de vocês. Mesmo assim, valeu pela atenção, já contou ponto.	0	0		370	786
