	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984258197073596416	2018-04-12 02:33:35	merespeita	@MrPoladoful nossa men se quer saber vendo la casa de papel eu pensei hen roba o banco do brasil?	0	0		0	70
984257326763986944	2018-04-12 02:30:07	Desidrogenase	@DivagoTM Na verdade a piada aí é que alguém consegue passar décadas foragido e escondido dentro do Brasil. Sem nen… https://t.co/mRyYCqsQyt	0	1		118	343
984256477929050112	2018-04-12 02:26:45	Diego Souza CRF	"Guerra, Moisés e William eram opções de banco hoje no Palmeiras. Elenco do porco é realmente o mais forte do Brasil.
SRN"	0	4		3156	619
984256454004797440	2018-04-12 02:26:39	Revista CanaOnline	A 5ª edição do Agroencontro, organizado de 10 a 13 de abril, pela Ourofino Agrociência, em sua fazenda experimental… https://t.co/3JRpVKSUNz	0	0		527	16
984255454862807040	2018-04-12 02:22:41	cecilia	@GustavoCubas28 eu consigo pelo meu do banco do brasil	0	0		151	196
984255381772881920	2018-04-12 02:22:24	Tainazinha	O banco do Brasil ficou todo destruído https://t.co/ovtNOanjow	0	0		1067	1662
984255089039872000	2018-04-12 02:21:14	L. A.Vieira	RT @marisascruz: Partidos que ODEIAM o Brasil e o Povo Brasileiro: PCdoB, PSOL, PDT, PSB e PT. Vão barrar votações que inclui: Autonomia do…	66	0		228	83
984254286363283456	2018-04-12 02:18:03	sorvete?	RT @wheewoon: aí a pessoa manda bb e eu não sei se ela tá falando do bigbang, do block b, do banco do brasil ou se tá me chamando de bb	1	0		352	315
984253161765593088	2018-04-12 02:13:34	Tainazinha	Assaltaram o banco do Brasil aqui no meu país Passos, tô sem acreditar até agora. Teve tiroteio, bomba pra cá e pra… https://t.co/bQSgZIM3bY	0	1		1067	1662
984250693103112192	2018-04-12 02:03:46	Antonio Lula Bregensk	RT @rogeriotomazjr: O maior banco do Brasil e o 13º do mundo consegue reduzir condenação de R$ 160 milhões para R$ 160 mil. E você aí falan…	34	0		5	17
984249779076116480	2018-04-12 02:00:08	káàaahhh °•???°°•**	@RodsHiga banco do brasil	0	0		628	354
