	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985681791137865729	2018-04-16 00:50:26	Rê Lula da Silva ?	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		3295	3680
985681767385501696	2018-04-16 00:50:21	Ana Lúcia Konarzewski	RT @joaoamoedonovo: “Não podemos vender nem o Banco do Brasil nem a Caixa para bancos existentes, porque estaríamos concentrando ainda mais…	395	0		1902	1941
985681766403932160	2018-04-16 00:50:20	JF	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		517	234
985681707532767233	2018-04-16 00:50:06	iStrolit #LutoCrowley	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		356	211
985681649320058880	2018-04-16 00:49:52	La libertad y la iguald	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		832	1411
985681594529845248	2018-04-16 00:49:39	Batata Mineral (a batata mais hidratada do Brasil)	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		238	314
985681515572006912	2018-04-16 00:49:21	thata?	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		837	866
985681262361931776	2018-04-16 00:48:20	Chefinho	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		1015	507
985681232452300800	2018-04-16 00:48:13	?I-Lovelies (NY)?	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		1256	2427
985681218019749892	2018-04-16 00:48:10	Swift	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		4	36
985681015380365314	2018-04-16 00:47:21	Bandi	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		1996	1373
985680746785525760	2018-04-16 00:46:17	Marcus Nascimento	RT @palmeriodoria: A hecatombe Vampiro Chifrudo caminha assim: 15 mil demitidos e 420 agências do Banco do Brasil fechadas em todo o país.…	180	0		174	77
985680740586328064	2018-04-16 00:46:16	Mih	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		157	285
985680627784671232	2018-04-16 00:45:49	marina	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		3020	265
985680534276853760	2018-04-16 00:45:27	Gorfando Verdades	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		654	2526
985680357298245635	2018-04-16 00:44:44	Rogério Rodrigues	"Retweeted Palmério Dória (@palmeriodoria):

A hecatombe Vampiro Chifrudo caminha assim: 15 mil demitidos e 420 agên… https://t.co/0CamrADLsR"	0	0		522	1266
985680323282460674	2018-04-16 00:44:36	Rogério Rodrigues	RT @palmeriodoria: A hecatombe Vampiro Chifrudo caminha assim: 15 mil demitidos e 420 agências do Banco do Brasil fechadas em todo o país.…	180	0		522	1266
985680306509373440	2018-04-16 00:44:32	Lula sem plano B	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		498	620
985680237710200833	2018-04-16 00:44:16	blossom ?	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		857	1149
985680187978379264	2018-04-16 00:44:04	le sdv?	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		9035	9478
985680107510607879	2018-04-16 00:43:45	Jessica	"RT @Chanyyuta: Peço a ajuda  para salvar a  vida meu gato niquinho, pois sofreu uma insuficiência respiratória e renal. 

Agência: 6858-6 (…"	9281	0		331	151
985679941953089536	2018-04-16 00:43:05	?Ana Paula?	RT @clara_jhulia: GENTE DE URUSSANGA VOCÊS VIRAM O BARRACO QUE DEU NA FRENTE DA PADARIA PERTO DO BANCO DO BRASIL?????? Gente, amo barraco,…	1	0		1201	837
985679871706836993	2018-04-16 00:42:49	Salvador Daqui	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		6323	4645
985679729771638789	2018-04-16 00:42:15	? LULA eduardo ?	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	130	0		1682	1443
