	query	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
986811741463072769	nubank	2018-04-19 03:40:27	Princesa Tigresa	"@IsabelaaFreitas @nubank O certo seria que apenas o titular do cartão pudesse fazer compras mostrando a identidade e nas compras pela internet deveria ter um tipo de ""código secreto""."	0	0		45	466
986811443877117953	nubank	2018-04-19 03:39:16	Elvis ???? ?? ??	"RT @nubank: Abandone as grandes instituições e diga ""olá"" para a liberdade.

Peça seu cartão:  https://t.co/nADd0Zdd6X https://t.co/HwxRzE7…"	4	0		6906	7592
986811013155745792	nubank	2018-04-19 03:37:34	Cardinal Copia	Será que um dia terei essa oportunidade @nubank https://t.co/Sw2WAmROcA	0	0		1433	156
986810958180954117	nubank	2018-04-19 03:37:21	Ariel Martins	Só esperando meu nubank chegar pra comprar o lemonade aa	0	0		577	421
986810587605819393	nubank	2018-04-19 03:35:52	Modtkowski??	@nubank Já pedi pra cancelar meu cartão do banco pra ficar só com Nubank, melhor escolha que fiz	0	0		226	270
986810417338085376	nubank	2018-04-19 03:35:12	Gustavo Martins	Finalmente consegui meu Roxinho, obrigado @nubank por me aceitar!	0	0		471	849
986810276669460480	nubank	2018-04-19 03:34:38	vitória da mata	@nubank Obrigada hihihi	0	0		292	172
986809504460361728	nubank	2018-04-19 03:31:34	junior ?	@nubank Lembrando que é apenas uma duvida kk porque não entendi muito bem	0	0		30	62
986809453239468033	nubank	2018-04-19 03:31:22	gael	Nubank é bom????	0	0		779	638
986809314605191168	nubank	2018-04-19 03:30:49	Blue_Blck_Pnk	@nubank Eu amo o meu roxinho pra fazer as comprinhas no Ebay, e tô amando ainda mais que agora vcs falam qual dólar que eu usei. Como não amar esse cartãozão da p*rra?	0	0		19	187
986809081401929728	nubank	2018-04-19 03:29:53	junior ?	"@nubank  Olá boa noite, Gostaria de saber como funciona esse negocio de parcelas ? posso parcelar no boleto ? um ex: faço uma compra de 300 divido em 3 vezes, pago 100 reais em cada mes  que eu dividi ? é isso ? ou tenho que pagar o 300 ""inteiro"" no dia do fechamento da fatura ?"	0	0		30	62
986808999759831040	nubank	2018-04-19 03:29:34	camila ?	Eu comprei um aplicativo sem querer... 3 reais... apareceu na minha continha do nubank... mt burra	0	0		304	235
986806592921358337	nubank	2018-04-19 03:20:00	William Moreira	@PayPal_BR @AskPayPal Boa Noite! Gostaria de saber como eu adiciono minha conta corrente da Nubank no PayPal.	0	0		108	114
986806499233222656	nubank	2018-04-19 03:19:38	aj	@nubank ai vcs nao me aceitam mas nao param de aparecer na minha tl, q jogo é esse?	0	0		574	460
986803425030615040	nubank	2018-04-19 03:07:25	Rafael Dias	@IsabelaaFreitas @nubank Por aki so alegria com @nubank Criei um cartão virtual e o roxinho original tá a 7 chaves	0	0		505	811
986803100035047430	nubank	2018-04-19 03:06:07	runajinha	RT @nubank: @rupnhr_ Seja bem vinda! https://t.co/X6vvhJhMSk	1	0		739	602
986803096281075714	nubank	2018-04-19 03:06:06	runajinha	GENTE, QUE ÍCONE!!!!! Olha o gif ???? https://t.co/a8nMvVPA4V	0	0		739	602
986802897047474176	nubank	2018-04-19 03:05:19	Nubank	@rupnhr_ Seja bem vinda! https://t.co/X6vvhJhMSk	1	1		104758	7063
986802887211831296	nubank	2018-04-19 03:05:16	G	"Neon recusou o meu pedido de cartão de crédito(????)
Não tem problema tenho nubank e lá agora tem a nuconta... segue o baile"	0	0		369	99
986802044257349633	nubank	2018-04-19 03:01:55	runajinha	@nubank finalmente você me aceitou! ?	0	0		739	602
986801778204266497	nubank	2018-04-19 03:00:52	du	@joaosouzaju @nubank KKKKKKKKKKKK q resenha	0	0		81	239
986801702258036736	nubank	2018-04-19 03:00:34	352	@nubank Como vou ter histórico de crédito se n tenho nenhum cartão AAAAAA n tenho nenhuma dívida ou cheque devolvido e ainda tentei entrar com indicação de quem vai PAGAR minhas contas vulgo meus pais rsrsrsrs https://t.co/bl8LWeh19s	0	0		104	93
986801134085050368	nubank	2018-04-19 02:58:18	cansado	@rafiuza_ Cancela ele agr e faz um nubank, não tem anuidade alguma ??	0	1		789	489
986801004128686081	nubank	2018-04-19 02:57:47	Jeffin Jeffin	@LailaMenezes25 @nubank Ata rsrs	0	0		226	112
986800823962390528	nubank	2018-04-19 02:57:04	Gustavo Bomfim	@meudigio beleza, consegui NUBANK, mas vocês não. Fica para a próxima.	0	0		285	161
986800449868173312	nubank	2018-04-19 02:55:35	vitor	eu só quero que o meu nubank chegue logo eh pedir demais acho q n	0	0		152	103
986800434043064320	nubank	2018-04-19 02:55:31	g. Eliane ?	"RT @nubank: Sorte do dia: trazer seu gatinho para o trabalho.
Sexta-feira 13 por aqui é só amor. ? https://t.co/s5tuUe8nWj"	291	0		4452	3006
986800415277830144	nubank	2018-04-19 02:55:27	Marcos Jahn	"""Isso quer dizer que a foto enviada para o @nubank para o cadastro da conta vai ser compartilhada com uma empresa terceira sem o consentimento explícito do usuário?"" https://t.co/EvR62Oy9vM
via @leoberto"	0	0		218	185
986800018865696768	nubank	2018-04-19 02:53:53	Vitor ??	Tive que ir ao @itau pra solicitar um cartão e tenho que ir retirar quando estiver pronto. Já com o @meudigio e o @nubank eu nem precisei sair do celular... A diferença é gritante	0	0		652	301
986799919703969793	nubank	2018-04-19 02:53:29	i	@nubank @hgorjesus queria que os bonitos aprovassem o meu também	0	1		144	133
986799780448931840	nubank	2018-04-19 02:52:56	Eliana	@IsabelaaFreitas @nubank Baixei o app hoje, tava terminando de criar minha conta mas agora to assustada! ?	0	0		283	171
986798910042787842	nubank	2018-04-19 02:49:28	Nubank	"@SadMadAlice Poxa, não é bem. A nossa análise leva em consideração vários fatores e nem temos como te passar o pq da resposta negativa. Já deu uma olhada aqui pra entender melhor? https://t.co/6MKCC5uyUA 

Aguarda o prazo indicado lá no e-mail e tenta de novo. Desiste da gente não! ? https://t.co/ivOMdVM43b"	0	0		104758	7063
986797471555899392	nubank	2018-04-19 02:43:45	352	@nubank Só contam o dinheiro registrado no CPF né oq tenho debaixo do colchão pq não me deixaram abrir conta ngm ve ? https://t.co/J2I1mCkTog	0	0		104	93
986797288705216512	nubank	2018-04-19 02:43:02	Hercules Mauricio ?	@nubank Claro que aceito! ?	0	1		901	695
986797287836934144	nubank	2018-04-19 02:43:01	igalina	@FlaviaLoBianco_ @IsabelaaFreitas @nubank mds, que horrível isso. Agr que tenho o meu fiquei nervouso	0	0		419	339
986797058291052545	nubank	2018-04-19 02:42:07	Larissa Ferreira	"Fiz meu cartão Nubank e hj mesmo fui aprovada... dizem que demora né
Vamos ver se é bom"	0	0		293	269
986796203248701440	nubank	2018-04-19 02:38:43	Nubank	@Hercules018 Poxa, mas óculos não conseguimos enviar porque são ações pontuais e envolvem o elemento surpresa, Hercules. Mas que tal uns adesivos roxinhos? Se vc quiser, chama a gente lá na DM! https://t.co/vBgIE0O8gy	0	1		104758	7063
986795880333365249	nubank	2018-04-19 02:37:26	Nubank	@joaovitoli Se já faz 1 ano desde sua última solicitação, é só pedir de novo através do nosso site/app. Vamos torcer pra que você tenha uma resposta positiva! :)	0	0		104758	7063
986795158820794374	nubank	2018-04-19 02:34:34	RM	@nubank Minha instituição oferta um crédito 10x maior. Vcs ficam de mimi...	0	0		154	1319
986794787524218881	nubank	2018-04-19 02:33:05	Nubank	@robertaxz_ Aproveita muito seu roxinho, sua linda! ? https://t.co/S3rOHykd83	0	1		104758	7063
986794512029835267	nubank	2018-04-19 02:32:00	Nubank	@ricardomicco A nossa análise de crédito leva em consideração vários fatores, Ricardo. Se quiser, a gente te explica melhor como esse processo funciona e te passa umas dicas lá na DM, que tal? ;)	0	0		104758	7063
986794199034064896	nubank	2018-04-19 02:30:45	gabriel	@Economirna mirna, tem convite nubank?	0	0		137	103
986794159490158595	nubank	2018-04-19 02:30:36	352	EU TODO DIA @nubank https://t.co/5sXoFtns5q	0	0		104	93
986794129291169793	nubank	2018-04-19 02:30:28	Nubank	@thaisrmo É o prazo suficiente pra que suas informações no mercado sejam atualizadas e também pode ser que até lá nosso processo de aquisição tenha mudado, assim aumentam suas chances de ter seu roxinho, Thais! :)	0	0		104758	7063
986793949758152704	nubank	2018-04-19 02:29:46	Dg	Essa resposta ??? https://t.co/ez8P8VrIRg	0	0		723	433
986793813401329664	nubank	2018-04-19 02:29:13	RM	@nubank Falta apenas aumentar limite para deixar instituição !	0	0		154	1319
986793486773923840	nubank	2018-04-19 02:27:55	Tinhoso	Fui tirar uma selfie pra mandar pro nubank e fiquei gatissimo, aí fui tirar uma pra deixar no celular e ficou horrível huwbdhd	0	0		11	70
986793118409351168	nubank	2018-04-19 02:26:27	Hercules Mauricio ?	@nubank Morta! Antes de morrer ela mandou eu pegar seu óculos com a nubank kkkk	0	0		901	695
986792871096455168	nubank	2018-04-19 02:25:28	Raiany Pricilla	"Que emoção! 
Agora também sou #Nu #SouNu #nubank #meuroxinho https://t.co/PsrTwJokob"	0	0		12	40
986792843611078657	nubank	2018-04-19 02:25:22	Nubank	@SemN0meMsm Não intervimos na análise, mas vamos torcer pra isso acontecer muito em breve! :)	0	0		104758	7063
986792779337682944	nubank	2018-04-19 02:25:06	Gabriel Oliveira	Alguém tem convite da nubank p me enviar ?	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='de4bc1d84e97a75b', url='https://api.twitter.com/1.1/geo/id/de4bc1d84e97a75b.json', place_type='city', name='Capão da Canoa', full_name='Capão da Canoa, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-50.0545401, -29.7730341], [-49.9268295, -29.7730341], [-49.9268295, -29.6024069], [-50.0545401, -29.6024069]]]), attributes={})	409	232
986792462369910784	nubank	2018-04-19 02:23:51	João Munduruca	Gostei de um vídeo @YouTube https://t.co/XkdhDXPbgT nasceu o Nubank	0	0		152	142
986792207423361024	nubank	2018-04-19 02:22:50	Frank M.	nubank finalmente me aceitou e hoje chegou o cartão. deus me ajude	0	2		672	534
986791783945441284	nubank	2018-04-19 02:21:09	tami-?	serase agr o nubank me aceita?	0	0		409	146
986791103620894720	nubank	2018-04-19 02:18:27	roberta	@nubank esperei tanto por isso acho q to sonhando ??? muito obrigada vcs sao os melhores!	0	1		260	133
986790705531060229	nubank	2018-04-19 02:16:52	Vinicius Fernandes	"@nubank Digo sim,  quando vocês me disserem ""você foi aprovado! """	0	0		21	162
986790625843478528	nubank	2018-04-19 02:16:33	Nubank	@joaovitoli Poxa, João, nós não intervimos na análise. Mas se você teve um pedido negado, aguarda 6 meses e então solicita de novo! Assim aumentam suas chances de ter seu roxinho. :)	0	1		104758	7063
986790619434684417	nubank	2018-04-19 02:16:32	Moosh Massacre	@meninadri @nubank agora é só alegria!	0	0		207	195
986790478174720001	nubank	2018-04-19 02:15:58	Nubank	"@marcelonostylo Por aqui está tudo normal, Marcelo. Vc tá tendo algum problema pra acessar ele? Envia um print na DM do que aparece pra você? Assim checamos seu caso.

E ah, caso vc precise de um atendimento urgente, recomendamos que vc nos ligue 0800 591 2117, combinado? :)"	0	0		104758	7063
986790001215201282	nubank	2018-04-19 02:14:04	is a dora	agora posso finalmente dizer que faço parte da mais alta classe brasileira....... possuo um cartão nubank.......	0	1		3686	302
986789804447879168	nubank	2018-04-19 02:13:17	Nubank	@YuriContin9 Mandou bem demaaais, Yuri! ? https://t.co/LPbMKrFmzl	0	1		104758	7063
986789497399586816	nubank	2018-04-19 02:12:04	??	@IsabelaaFreitas @nubank Já clonaram meu cartão e consegui cancelar de boa. Já tive problemas com pagamentos e consegui estorno tbm. Acho o atendimento do NuBank tão eficiente. Que chato você não estar conseguindo resolver por aí ://	0	0		398	170
986789424208994304	nubank	2018-04-19 02:11:47	Bruna Réus	@IsabelaaFreitas @FaellMoreira @nubank Eu me desfazer do meu roxinho por causa do teu cartão? Não, obrigada	0	0		92	246
986789070113247232	nubank	2018-04-19 02:10:22	Ricardo Schneider	@nubank 2 anos com o meu, só alegria!	0	0		77	291
986788873744330754	nubank	2018-04-19 02:09:35	Hercules Mauricio ?	"- @nubank cade meu óculos?!
-Ninguém sai! ???"	0	0		901	695
986788662464667648	nubank	2018-04-19 02:08:45	Thaís	@nubank isso tudo pq? O que eu fiz?	0	0		34	33
986788317860716544	nubank	2018-04-19 02:07:23	Joao Vitóli	@nubank me aceita, por favorzinho  ??	0	0		100	67
986788293311455232	nubank	2018-04-19 02:07:17	Henrique  Paixão	Gostei de um vídeo @YouTube https://t.co/2NzN5AHq9C NUBANK NÃO TE APROVA? Então aumente seu SCORE! Aprenda como!	0	0		262	1035
986788241851539457	nubank	2018-04-19 02:07:05	Limonadaazeda	@IsabelaaFreitas @nubank mas amiga isso acontece com qualquer cartão, se for clonado vai continuar vindo as parcelas , vc pode cancelar este cartão e falar que foi roubado, ja fiz isso e eles atendem de boa	0	0		9	58
986788152064004096	nubank	2018-04-19 02:06:43	Yuri Contin ??	@nubank Já tenho o meeeeeu https://t.co/8Ya5K3Rd8G	0	1		10224	610
986788023676350465	nubank	2018-04-19 02:06:13	Marcelo Lemos	@nubank o chat tá fora do ar???	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='754c3b727287c077', url='https://api.twitter.com/1.1/geo/id/754c3b727287c077.json', place_type='city', name='Nossa Senhora do Socorro', full_name='Nossa Senhora do Socorro, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-37.318661, -10.933358], [-37.0288501, -10.933358], [-37.0288501, -10.8095857], [-37.318661, -10.8095857]]]), attributes={})	306	556
986787913357824000	nubank	2018-04-19 02:05:46	Nubank	@anielelr A gente fala 6 meses pois é o tempo que a nossa análise pode mudar e ai vc tem mais chances tbm ;)	0	0		104758	7063
986787774245359617	nubank	2018-04-19 02:05:13	Roney Duarte	Gostei de um vídeo @YouTube https://t.co/CbxYofl9O0ê o meu cartão Nubank?	0	0		713	1031
986787624311558145	nubank	2018-04-19 02:04:37	César Hoffmann	pronto to em casa e já testei o nubank	0	0		260	241
986787547245400065	nubank	2018-04-19 02:04:19	arthur schaefer ?	@nubank Olá liberdade. ? https://t.co/2Cn8vjFM7h	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='653ae6e5cc16cefd', url='https://api.twitter.com/1.1/geo/id/653ae6e5cc16cefd.json', place_type='city', name='Igrejinha', full_name='Igrejinha, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-50.910125, -29.6167408], [-50.6910136, -29.6167408], [-50.6910136, -29.5122969], [-50.910125, -29.5122969]]]), attributes={})	621	657
986787525736923136	nubank	2018-04-19 02:04:14	Bruno	@mayrsmp_ @nubank Envio, me passa seu email	0	0		1986	251
986787367037095938	nubank	2018-04-19 02:03:36	Nubank	@robertaxz_ Vc quer perseverança @? É isso ai Ro! Seja bem vinda a nossa família roxinha ?	0	1		104758	7063
986787223520595970	nubank	2018-04-19 02:03:02	arthur schaefer ?	@nubank @jrrsjunior Não esquecendo do Android ? queridos	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='653ae6e5cc16cefd', url='https://api.twitter.com/1.1/geo/id/653ae6e5cc16cefd.json', place_type='city', name='Igrejinha', full_name='Igrejinha, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-50.910125, -29.6167408], [-50.6910136, -29.6167408], [-50.6910136, -29.5122969], [-50.910125, -29.5122969]]]), attributes={})	621	657
986787145364004866	nubank	2018-04-19 02:02:43	Nubank	@CarolineGuima Ahh Carol, a gente está mais do que aqui para te ajudar com isso! Chama a gente na DM que podemos tirar todas suas dúvidas ;)	0	0		104758	7063
986787003252531200	nubank	2018-04-19 02:02:09	arthur schaefer ?	"@Wllens @nubank Dica. Usa todo o limite, antecipa pagamentos e usa de novo no mesmo mês.
Vai ver que logo o limite aumenta automaticamente, inclusive."	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='653ae6e5cc16cefd', url='https://api.twitter.com/1.1/geo/id/653ae6e5cc16cefd.json', place_type='city', name='Igrejinha', full_name='Igrejinha, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-50.910125, -29.6167408], [-50.6910136, -29.6167408], [-50.6910136, -29.5122969], [-50.910125, -29.5122969]]]), attributes={})	621	657
986786924634562560	nubank	2018-04-19 02:01:51	Nubank	@bonjourangelica Que legal o seu interesse no nosso cartão! :)Para solicitar ele é bem simples e pode ser feito de 3 maneiras: através do nosso app, do nosso site (https://t.co/Vk3hvdPosP) ou vc pode solicitar através de uma indicação de algum amigo seu que já tenha nosso cartão!	0	0		104758	7063
986786017876303872	nubank	2018-04-19 01:58:14	Isa Tk	@IsabelaaFreitas @FaellMoreira @nubank Karanba mulher manda isso pro cherife do consumidor que tu saí ganhando !?	0	0		4	89
986785920618827776	nubank	2018-04-19 01:57:51	roberta	depois de quase 1 ano insistindo e sofrendo meu dia de ser exaltada chegou EU FINALMENTE FUI APROVADA PELA @nubank EU SÓ QUERO CHORAR DE FELICIDADE PORQUE ESSE MOMENTO É MEU AAAAAAAAAA	0	2		260	133
986785615801978883	nubank	2018-04-19 01:56:39	Dainha	@nubank Com certeza, melhor cartão da vida ?	0	1		1233	258
986785521589514240	nubank	2018-04-19 01:56:16	Aline Rocha	@IsabelaaFreitas @nubank Processinho neles	0	0		474	180
986785313799491584	nubank	2018-04-19 01:55:27	Rodrigues?	@nubank 6 MESES? OXE, sei nem se vou tá viva. Preciso pra ontem mas obrigada	0	0		1728	1355
986785209126412288	nubank	2018-04-19 01:55:02	Dainha	RT @nubank: @daaaiaa_ Lindíssima, falou tudo! https://t.co/N67GXLHGq3	1	0		1233	258
986785015664140291	nubank	2018-04-19 01:54:15	Guima	O @nubank me ofereceu um cartão digital e eu fiquei com vergonha de dizer que não sabia como usar, então apaguei ele do meu app ?????	0	1		1251	1125
986784882490855425	nubank	2018-04-19 01:53:44	Vanessa Alcântara	@IsabelaaFreitas @nubank Bem, minha professora processou quando aconteceu isso com ela. Foi indenizada com uma bolada por cada empresa que tava na lista de inadimplência. Mas ainda hoje ela é  bloqueada, tem que comprovar que ela em cada compra que for fazer, por medo de passar por isso de novo	0	0		326	506
986784690794385408	nubank	2018-04-19 01:52:58	Angel ?	@nubank Onde eu peço? Quero	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='a4ddc3856053f7e1', url='https://api.twitter.com/1.1/geo/id/a4ddc3856053f7e1.json', place_type='city', name='Natal', full_name='Natal, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-35.2911777, -5.897826], [-33.8094403, -5.897826], [-33.8094403, -3.8517709], [-35.2911777, -3.8517709]]]), attributes={})	205	374
986784658540171266	nubank	2018-04-19 01:52:50	Nubank	@anielelr Se vc teve um pedido negado recentemente, indicamos esperar em torno de 6 meses e pedir novamente;) Estamos torcendo por vc viu?	0	0		104758	7063
986784557813915648	nubank	2018-04-19 01:52:26	Nubank	@Rodrigo_limaoo Chama a gente na DM que podemos te ajudar melhor com isso Ro :)	0	0		104758	7063
986784432702058501	nubank	2018-04-19 01:51:56	Nubank	@daaaiaa_ Lindíssima, falou tudo! https://t.co/N67GXLHGq3	1	1		104758	7063
986784293086289920	nubank	2018-04-19 01:51:23	Rodrigues?	@nubank adoraria conhecer mas vcs n liberam pra mim.	0	0		1728	1355
986783814318985218	nubank	2018-04-19 01:49:29	Beatriz	Twitter mostrando anúncio da Nubank... Ah não, eu realmente não sou obrigada, isso já é perseguição	0	0		142	138
986783805800316928	nubank	2018-04-19 01:49:27	Mi Ragazzi	@IsabelaaFreitas @nubank Vai urgente no PROCON @IsabelaaFreitas e não retira a reclamação enquanto não cancelarem seu cartão.	0	0		92	213
986783616071069696	nubank	2018-04-19 01:48:42	Limonadaazeda	@nubank ei não estou conseguindo acessar mina conta pela net, o sistema caiu??	0	0		9	58
986783355780915210	nubank	2018-04-19 01:47:40	Aquamarine	RT @ThainaRibeiroo: caralho quero ver quando meu cartão do nubank vai chegar tá virando uma novela isso bicho	1	0		387	438
986782592979685377	nubank	2018-04-19 01:44:38	Dainha	Primeira compra efetuada com sucesso, utilizando o meu cartão roxinho lindo! ?? @nubank	0	1		1233	258
986782530903920640	nubank	2018-04-19 01:44:23	Nubank	@mercinhocrvg Por aqui não conseguimos alterar o seu limite! Já tentou pelo app? ;)	0	0		104758	7063
986782435726807040	nubank	2018-04-19 01:44:00	DANIELE WEIZENMANN	@IsabelaaFreitas @nubank Iii FIA não é só com Nubank não	0	0		31	261
986781867599949825	nubank	2018-04-19 01:41:45	enza	@maimassoni @nubank O MasterCard platinum tem um benefício que te dá direito a seguro de despesas médicas em viagem, desde que a passagem tenha sido comprada nele ?	0	1		494	709
986781747194028033	nubank	2018-04-19 01:41:16	mercinho ?PSG?	@nubank O meu Credicard limite de 1500 tem como ceder esse limite	0	0		133	273
986781343240638464	nubank	2018-04-19 01:39:40	Nubank	@thaisrmo Ah, não fica assim! Se vc teve um pedido negado recentemente, indicamos esperar em torno de 6 meses e pedir novamente;) Estamos torcendo por vc viu? ?	0	0		104758	7063
986781103041253376	nubank	2018-04-19 01:38:43	FicaNaVibe	RT @IsabelaaFreitas: nunca façam um @nubank na vida de vocês. estou pagando fatura de alguém que clonou meu cartão desde OUTUBRO pedindo pr…	29	0		12310	67
986780240692342784	nubank	2018-04-19 01:35:17	Thaís	Oi @nubank pq vocês me rejeitaram?	0	1		34	33
986779787258720256	nubank	2018-04-19 01:33:29	hugo	esses dias eu estava como qm n quer nada mexendo no pc e decidi tentar pedir de novo o cartão do @nubank e dessa vez eu consegui ?	0	1		2246	2329
986778560663781377	nubank	2018-04-19 01:28:36	Nubank	@OAndrelucaas Se quiser entender melhor como funciona nossa análise de aumento de limite, chama na DM ;)	0	1		104758	7063
986778353112961024	nubank	2018-04-19 01:27:47	rai	uhul eles tão torcendo por mim https://t.co/89bYl7ev2x	0	0		391	512
986778223345307648	nubank	2018-04-19 01:27:16	Leandro Portela	@walker_wotm @Bancointer @gnrsep Mas banco inter tb não cobra nada disso, tenho nubank e tenho banco inter e a vantagem do banco inter é que pode fazer saque nos bancos 24hrs,	0	1		190	97
986778089068867585	nubank	2018-04-19 01:26:44	Nubank	@raizocaa Não conseguimos interferir na análise mas estamos na torcida por vc!	1	1		104758	7063
986778048962924545	nubank	2018-04-19 01:26:34	Willian Amphilóquio	@darthkari Até o momento, me sinto bem satisfeito. Só não uso o serviço de crédito desse banco (também gratuito), porque já tenho o NuBank.	0	0		117	125
986777980335738885	nubank	2018-04-19 01:26:18	Walker Marques ?	@LeandroPorttela @Bancointer @gnrsep Anuidade, TED... não tenho disposição pra pagar essas coisas. E essas são justamente as razões da NuBank atender ao meu perfil	0	0		684	393
986777849536360448	nubank	2018-04-19 01:25:47	Fer #TIMBETA #SDV	"RT @nubank: Agora que você conhece o Nubank, dê adeus às agências e filas de bancos.
Controle seus gastos, bloqueie seu cartão e peça mais…"	24	0		1155	1244
986777736445353985	nubank	2018-04-19 01:25:20	Vai morrer menino ??	@nubank Nunca ganho mais limite ?	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='02bf0738464f488c', url='https://api.twitter.com/1.1/geo/id/02bf0738464f488c.json', place_type='city', name='Primavera do Leste', full_name='Primavera do Leste, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-54.697907, -15.651235], [-53.7745493, -15.651235], [-53.7745493, -14.6034959], [-54.697907, -14.6034959]]]), attributes={})	100	88
986777263457865728	nubank	2018-04-19 01:23:27	rai	"@nubank libera p mim ter esse cartão,  eu nem tenho o nome sujo nem nada sou de boas 
libera ai ens https://t.co/umBdtKebHl"	0	0		391	512
986776292724002817	nubank	2018-04-19 01:19:36	Eduardo Leite	@nubank Nunca mais vou querer essa porcaria	0	0		180	722
986776016940142592	nubank	2018-04-19 01:18:30	Gláucia Fialho	RT @IsabelaaFreitas: nunca façam um @nubank na vida de vocês. estou pagando fatura de alguém que clonou meu cartão desde OUTUBRO pedindo pr…	29	0		854	526
986775771179044864	nubank	2018-04-19 01:17:31	Nubank	@Pachecopaula17 Chama a gente na DM que vamos te ajudar melhor com isso Pa!	0	0		104758	7063
986775409961390080	nubank	2018-04-19 01:16:05	Diego Rodrigues	Gente esqueci de pagar o Nubank pelo amor de Deus não me cobra juros :@	0	2		742	671
986774827188019200	nubank	2018-04-19 01:13:46	Nubank	@ReginaArauujo Se quiser, vem de DM que podemos te passar umas dicas que podem te ajudar Re :)	0	0		104758	7063
986774730173796352	nubank	2018-04-19 01:13:23	Paola Bracho	@nubank Esse é  o meu cartão favorito,  amo meu roxinho. Comecei com R$1.300,00 de limite hoje já está em R$8.500,00 amo muito tudo isso ?	0	0		163	53
986774647235629057	nubank	2018-04-19 01:13:03	neyxinha	clonaram meu Nubank ?????	0	0		875	363
986774519363854336	nubank	2018-04-19 01:12:33	Rafa Mosby	Gostaria apenas de dizer que o meu mimo roxinho da @nubank acabou de chegar, meninos felizes por um momento	0	2		532	500
986774198549975044	nubank	2018-04-19 01:11:16	Karol	@IsabelaaFreitas @nubank Processa!!!	0	0		429	502
986774145517215744	nubank	2018-04-19 01:11:04	Rafaela Melo	@paollaniccacio @nubank Ai nem fala, eu tô pedindo toda hora e nada, pago a fatura sempre certinha, valor integral, mas tá difícil tb... Aumentavam direto, mas agora pararam	0	1		566	247
986773980886560768	nubank	2018-04-19 01:10:25	gabizao	@_anahikari @nubank AAAAAA SIM ANA ??????	0	0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='894146230dd1d42d', url='https://api.twitter.com/1.1/geo/id/894146230dd1d42d.json', place_type='city', name='Porto Alegre', full_name='Porto Alegre, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-51.3061478, -30.2688069], [-51.012471, -30.2688069], [-51.012471, -29.9308654], [-51.3061478, -29.9308654]]]), attributes={})	31361	6375
986773959310901248	nubank	2018-04-19 01:10:19	gabizao	RT @_anahikari: @chaneldovale @nubank @nubank  Aceitem a @chaneldovale porque ela é demais!! ?? ela merece! Hahahaha	1	0		31361	6375
986773770336645120	nubank	2018-04-19 01:09:34	Nubank	@andremacola Eita, ta precisando dar um banho nesse roxinho haha, mas chama a gente na DM que podemos te mandar um novo André!	0	0		104758	7063
986773537057918981	nubank	2018-04-19 01:08:39	Rafaela Melo	@nubank Chamei meu anjo	0	1		566	247
986773083796197378	nubank	2018-04-19 01:06:51	Nubank	"@DemishowLovato Pode sim ;) Só acessar a sua NuConta, clicar em ""Pagar"", depois escolha a opção ""Pagar Fatura"". Digite o valor que você deseja pagar e confirmar o pagamento com sua senha de 4 dígitos.Pronto! Em alguns instantes o limite de crédito do seu cartão já será liberado."	0	0		104758	7063
986773063894228992	nubank	2018-04-19 01:06:46	Paolla Nicacio	@hey_rafaela @nubank Também já pedi pra aumentar meu limite, porém tá difícil ???	0	1		145	169
986772620069744640	nubank	2018-04-19 01:05:00	André Mácola Machado	@nubank me ajude, meu cartão favorito vai vencer e já está bem surrado. ? https://t.co/9FAXw6XpzI	0	0		182	79
