	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985883606030708738	2018-04-16 14:12:23	André Joberto Bombar	RT @omundodobruno: Fraudaram o meu cartão de crédito, mas felizmente sou @nubank e consegui bloquear, desativar e emitir um novo cartão em…	1	0		164	1086
985883247702929409	2018-04-16 14:10:57	Nubank	@WTF_SadGirl Ah, não fica assim, realmente não conseguimos aprovar todos os pedidos, mas aguarde 6 meses e tente no… https://t.co/1FckeoJ1KN	0	1		104239	7068
985882721154105344	2018-04-16 14:08:52	A D O L F O	RT @_frinhani: nubank me respondendo mais rápido que meus amigos no Twitter	1	0		121	367
985882416647634945	2018-04-16 14:07:39	matheus	RT @nubank: @_frinhani Imagina! Sempre que precisar de ajuda é só chamar ?? https://t.co/duJx2gCG7X	1	0		652	129
985882273919787010	2018-04-16 14:07:05	Let’s go get high	"Gente 
Não aguento mais ser rejeitada pelo @nubank"	0	1		827	611
985879924123848704	2018-04-16 13:57:45	raphael	nubank é mt bom, prático demais	0	0		839	215
985879377341812737	2018-04-16 13:55:34	Nubank	@juhwithguns Chama a gente na DM ?	0	0		104239	7068
985878015363223553	2018-04-16 13:50:10	Juliana	@nubank Legal, quero sim! ?	0	0		71	216
985877672936071170	2018-04-16 13:48:48	Nubank	@juhwithguns Não fica triste, os presentes que enviamos pros nossos clientes são ações pontuais pra quando surge um… https://t.co/ntOLpDjbJv	0	1		104239	7068
985876618404159495	2018-04-16 13:44:37	Juliana	@nubank não veio carteira no meu nu :c	0	0		71	216
985876609717686272	2018-04-16 13:44:35	pedro henrique	acho que vou ate apagar o app do nubank nao da pra resistir da tentação de ver todo o limite liberado	0	1		861	297
985876291655294976	2018-04-16 13:43:19	Nubank	@PabloFlPereira Esperamos que no futuro tudo seja mais ágil e rápido ? https://t.co/ElbYqO1OVu	0	1		104239	7068
985875783829852161	2018-04-16 13:41:18	Tiago R.	@nubank O roxinho estará presente em tudo a partir de agora. Quero fugir dos bancos tradicionais. Ah, só não tenho… https://t.co/hUwSGrUTuR	0	1		42	342
985875394149707777	2018-04-16 13:39:45	Hiago Santos	@schevajr acabei de fazer isso, realmente parece ser melhor que o Nubank, até pela bandeira, top, vou pedir um kkkk	0	1		1181	941
985875093296427015	2018-04-16 13:38:33	Pablo	Na fila do banco faz meia hora e tem mais 10 na minha frente!! Ando mal acostumado com o @nubank que eu resolvo tudo com dois cliques!	0	0		307	419
985874892074647554	2018-04-16 13:37:45	Nubank	@dinhasponja Ficamos super felizes em saber que esteja gostando do seu roxinho, ainda mais sabendo que nossa transp… https://t.co/5jKD12iX8D	0	0		104239	7068
985874741788585985	2018-04-16 13:37:09	Luiz Gavaza	@nubank De nada... Como sei como funciona nos bastidores eu alterei o campo valor no código de barras mantendo os d… https://t.co/jRJBsZwcZU	0	0		354	164
985874515447214081	2018-04-16 13:36:15	Nubank	@porranaotemuser Ufa! Pensamos que algo de errado não estava certo mas que bom que esteja curtindo seu roxinho, a g… https://t.co/I38u43lZk9	0	2		104239	7068
985874397645942785	2018-04-16 13:35:47	.	aaaaa preciso de um cartao de credito nubank me aceita fdp amorzinho	0	0		933	988
985874032875753472	2018-04-16 13:34:20	Ingrid Mendes	A praticidade do @nubank não tem igual. Que, cada vez mais, tenhamos empresas com sistemas simples e que sejam tran… https://t.co/3wUKGPMp3Y	0	0		529	149
985874006086766592	2018-04-16 13:34:14	Nubank	@HMyPra Continue tentando, não fazemos distinção por idade, não se preocupe ?	0	0		104239	7068
985873282523189248	2018-04-16 13:31:21	madame satã	@nubank Não gente, só quero agradecer, de verdade. Tive outro cartão de outra operadora de crédito que demorava até… https://t.co/2uRfVPiR7S	0	1		297	366
985873012917448705	2018-04-16 13:30:17	[amanda]	meu nubank chegou to ricaaaaaaa ricaaaaa kkkkkk que	0	0		212	21
985872785431056384	2018-04-16 13:29:23	Rodrigo Ribeiro	"RT @Gab__Fonseca: Olá, :D
 Já está disponível o link ( https://t.co/Gzjs2Y0Ack ) para ver os slides da minha talk sobre --&gt; CTF { Capture T…"	8	0		404	167
985872525631610881	2018-04-16 13:28:21	.???. HelMy .???.	"@nubank Faz mais de 1 ano que tento.. só pq sou ""idosa"" ?"	0	0		102	90
985871915368767489	2018-04-16 13:25:55	Canedo	@avanessaveloso @nubank Melhor cartão, melhor banco né? Hahahahaha	0	1		143	303
985871356800700416	2018-04-16 13:23:42	Nubank	@_frinhani Imagina! Sempre que precisar de ajuda é só chamar ?? https://t.co/duJx2gCG7X	1	1		104239	7068
985871105511522305	2018-04-16 13:22:42	Ábia Conceição	@izabellalb @nubank você foi p lista de espera ? kkkkkkk	0	0		112	109
985871054529810434	2018-04-16 13:22:30	jô ?	Se alguém puder me mandar convite do nubank pfvr tô aceitando muito	0	0		240	213
985870781858091008	2018-04-16 13:21:25	Nubank	@LGavaza A gente agredece seu feedback, vamos passar para o nosso time responsável e qualquer dúvida é só chamar a… https://t.co/5VVbXwlYq2	0	0		104239	7068
985870474147188736	2018-04-16 13:20:12	Nubank	@porranaotemuser chama a gente na DM, assim a gente consegue entender melhor o que houve!	0	1		104239	7068
985869903419854848	2018-04-16 13:17:56	matheus	@nubank valeu pela explicação, vocês são demais	0	0		652	129
985869541304651777	2018-04-16 13:16:29	Canedo	O bom de ter cartão @nubank é que meu irmão pediu emprestado pra usar só 25 reais. Eu fui lá e ajustei o limite pra… https://t.co/3nwvAWKa5d	0	2		143	303
